longitude,latitude
-74.10534,49.81835
-73.673664,45.604548
-77.47417,48.58603
-72.99217,46.46703
-79.51544,48.52428
-73.0364,46.38729
-122.923397,49.21357
-71.17398,48.51259
-114.061276,51.010673
-74.16408,46.03507
-75.627545,45.411578
-79.04009,48.28148
-79.623999,43.709726
-68.96329,50.43016
-79.6408,43.712222
-73.44076,53.69814
-123.139048,49.202421
-77.82659,48.19814
-79.743741,43.890694
-76.01395,49.59952
-73.792919,45.402121
-73.4715,46.04137
-73.856553,45.586107
-74.74871,45.68196
-79.599455,43.687229
-78.93808,46.95354
-79.26335,48.07015
-76.70226,45.81565
-74.44894,54.46523
-122.809126,49.195545
-122.865595,49.153408
-78.8006,48.7527
-70.98919,48.28597
-79.0794,46.9842
-72.65846,48.91427
-78.43654,48.23322
-75.645,45.439975
-70.26351,46.94904
-79.564128,43.823804
-74.69458,49.52248
-71.4722,47.5925
-122.874969,49.168642
-73.787868,45.446159
-77.99715,50.89359
-74.6108,49.9311
-71.69553,51.13999
-73.63514,46.80126
-79.458965,43.673094
-114.156042,51.166777
-75.693878,45.394836
-78.05885,48.60402
-123.164858,49.153452
-79.470472,43.883959
-79.500408,43.690463
-123.076452,49.154195
-72.69047,49.49041
-73.59401,46.122
-113.966012,51.167312
-72.75501,46.45174
-73.502048,45.423781
-75.743429,45.38869
-114.111866,51.051507
-74.02689,45.48591
-73.511362,45.466371
-69.36657,48.3765
-72.92954,50.34053
-71.25848,48.63639
-69.19694,48.6211
-76.85178,46.13639
-68.39881,49.08693
-71.86541,46.82195
-78.6995,48.78777
-73.719316,45.490027
-75.624457,45.404605
-73.442165,45.438284
-79.539204,43.834952
-79.424213,43.838734
-79.266348,43.807372
-78.02757,51.02338
-123.087362,49.203038
-79.357512,43.706922
-73.68419,45.81565
-114.13478,51.056968
-123.082482,49.245372
-79.572541,43.792618
-75.652678,45.414687
-76.73302,46.47063
-73.512952,45.40447
-75.780683,45.336165
-79.297018,43.644475
-75.624411,45.351782
-79.675218,43.743415
-75.639587,45.435044
-76.02124,47.10222
-76.25879,48.42926
-123.047014,49.215015
-76.13425,48.2527
-79.55135,43.802721
-73.98054,46.1247
-73.545815,45.429246
-69.13975,50.59413
-73.665051,45.493149
-122.793334,49.223175
-79.25651,49.03957
-73.496254,45.537143
-123.07599,49.144308
-78.58906,46.86481
-122.799154,49.148895
-75.44266,46.36571
-73.50334,46.69994
-113.969443,50.902705
-79.447707,43.851916
-75.594582,45.42109
-114.062522,50.919404
-78.33646,50.27698
-114.14124,50.950032
-79.04665,46.65258
-74.98956,46.44994
-75.821503,45.430333
-79.250861,43.812026
-123.04545,49.191171
-73.874533,45.586388
-73.483818,45.431002
-73.422225,45.448843
-73.7464,45.434761
-64.61742,48.89898
-73.29842,45.93375
-79.313037,43.713994
-78.5508,46.4339
-122.760264,49.242627
-76.54605,49.36481
-71.84061,49.43465
-74.33673,45.76888
-79.0058,47.7583
-123.151538,49.232352
-79.0806,48.83513
-79.38946,48.61211
-72.3306,48.78957
-77.53364,46.54946
-73.70916,48.65078
-75.616291,45.369794
-70.92288,48.34413
-77.4358,46.1918
-122.981202,49.213111
-70.91389,49.57015
-70.83198,48.42116
-79.29355,49.03597
-79.713328,43.67964
-75.808815,45.394158
-122.782936,49.250963
-73.910344,45.606355
-73.27259,45.90798
-76.65095,50.98771
-122.90261,49.267757
-123.115787,49.22864
-74.1482,54.23412
-76.17791,45.68285
-73.592865,45.62624
-74.91848,45.97422
-71.99745,45.05756
-114.057668,51.141522
-79.07153,46.71163
-114.001898,50.967466
-68.91393,48.97872
-73.77566,46.67836
-123.073319,49.157176
-123.136944,49.237853
-74.8167,46.0861
-79.270295,43.706245
-75.73972,45.60402
-75.07278,47.01709
-70.65726,48.0063
-73.811371,45.400091
-73.538678,45.576637
-123.151302,49.254232
-70.9894,46.9311
-114.137076,51.132554
-73.660878,45.601315
-75.623997,45.393128
-74.11497,45.90168
-70.456,48.9076
-73.8019,46.6265
-75.9379,45.95983
-123.036831,49.222414
-77.90692,49.76979
-122.896077,49.256471
-72.49484,45.76799
-114.144743,51.111042
-73.442189,45.526226
-123.002655,49.185032
-122.967247,49.222612
-79.386454,43.789102
-66.0792,50.2897
-114.033863,51.123059
-72.7859,45.3241
-78.18509,48.31385
-69.65202,47.51259
-73.61586,46.34502
-75.6578,45.8847
-73.913565,45.613703
-72.52165,46.74401
-73.554979,45.462776
-75.592369,45.332876
-75.827596,45.440009
-78.68734,47.58004
-77.76457,48.16157
-72.3367,46.7638
-75.745155,45.333264
-72.92514,47.71793
-71.67116,45.90888
-65.48357,48.94455
-76.75143,48.79317
-79.0044,46.9617
-79.263551,43.634465
-71.31163,48.46703
-73.821817,45.489319
-73.902808,45.546191
-74.01736,49.1337
-73.781592,45.496952
-79.15171,48.60402
-122.796618,49.184713
-77.49082,46.70174
-123.069321,49.200819
-122.899277,49.263867
-77.6683,48.1605
-66.3492,50.21883
-122.742943,49.118738
-68.03687,50.30666
-74.48917,48.38549
-73.85404,46.42656
-75.0858,46.4906
-79.428865,43.838528
-74.8015,47.31835
-74.70985,47.77608
-79.732347,43.667663
-78.26367,48.82644
-78.36771,48.60042
-113.931161,50.971863
-75.754599,45.430254
-122.989205,49.175672
-73.823373,45.405357
-75.629412,45.447725
-113.986843,51.062766
-114.024944,50.897727
-114.133924,50.922644
-75.774084,45.359691
-75.726523,45.439185
-79.53008,47.50989
-78.97303,48.16247
-113.978909,50.896134
-75.700949,45.444105
-75.71522,45.71973
-74.73148,50.86031
-79.441314,43.892627
-70.20452,47.75719
-68.85958,50.94275
-71.6598,46.4996
-79.49203,47.40168
-74.99608,46.52338
-76.33531,50.1247
-71.40112,46.04766
-75.733638,45.451748
-74.25322,45.89359
-113.959553,51.009322
-75.63655,45.366335
-75.97293,45.7518
-79.07022,46.70264
-77.96624,48.23861
-72.22078,47.3819
-77.99052,48.36661
-79.605815,43.680448
-79.564062,43.646786
-69.19418,49.8783
-77.60101,48.89089
-123.046731,49.193943
-73.777378,45.430151
-114.075108,50.939059
-73.494348,45.507921
-73.29199,45.88639
-68.56322,47.8738
-123.075141,49.2629
-71.07809,46.66427
-123.031362,49.124508
-67.13565,48.17116
-72.73967,45.8774
-73.900384,45.540653
-64.86355,48.67206
-122.899415,49.143715
-78.80723,46.43645
-70.9947,47.1069
-75.5776,45.799
-73.488934,45.542103
-122.952262,49.241127
-114.141576,51.174062
-69.01138,51.32374
-65.18039,48.78597
-76.68406,49.10941
-79.14915,48.13549
-71.21576,46.92296
-75.95333,46.07554
-79.431735,43.870723
-70.19388,47.70174
-73.727998,45.51457
-75.18564,51.03957
-75.05481,50.90438
-76.44474,46.8837
-69.8116,47.9538
-79.487258,43.812133
-72.10393,50.89808
-79.375659,43.894857
-73.859036,45.543901
-70.2187,48.63549
-113.973998,50.982051
-69.2025,48.6694
-73.809507,45.523508
-73.52415,48.04227
-73.450094,45.468777
-73.3011,47.9428
-73.22801,45.95624
-79.596235,43.750334
-73.881723,45.486899
-79.416176,43.711204
-68.81507,50.18375
-70.69654,46.39629
-73.744606,45.567436
-76.3613,54.21703
-74.161,46.0127
-73.92688,47.43285
-79.03035,53.55396
-75.647831,45.438596
-79.31546,49.15708
-72.74607,46.68825
-79.396513,43.76617
-71.78893,51.10222
-79.556567,43.785895
-71.66276,46.30666
-79.457919,43.865027
-79.456146,43.707671
-75.719968,45.36194
-71.57436,45.46253
-73.644911,45.488785
-70.28896,46.43735
-72.58444,45.57554
-68.70371,50.1238
-71.75451,46.79766
-122.97492,49.122855
-79.355147,43.675048
-122.874743,49.24768
-113.979391,51.090325
-75.97997,54.29497
-76.67614,46.04856
-73.494235,45.595977
-73.79454,45.93465
-75.710022,45.396665
-75.752702,45.356442
-78.53515,51.98232
-77.60261,47.6337
-73.55151,49.45983
-71.26546,48.51259
-122.925149,49.219419
-79.574561,43.842142
-79.2989,49.4942
-74.64993,45.69814
-75.724861,45.413613
-122.804568,49.170705
-122.759661,49.197855
-72.15317,48.22422
-74.12407,47.49401
-69.17744,47.98951
-79.573238,43.791519
-63.03266,51.59502
-73.894141,45.590115
-79.606756,43.685468
-72.038,46.02158
-114.029511,50.926379
-75.9559,46.10492
-79.299364,43.890817
-74.40891,45.93465
-79.29716,43.75197
-74.83195,49.44365
-75.707213,45.330561
-72.95955,46.43555
-74.35651,49.9994
-74.6817,45.7353
-123.15467,49.253648
-114.0043,51.09795
-78.05711,46.69455
-114.16856,51.021848
-78.8185,48.18645
-79.355589,43.834521
-122.78397,49.178538
-79.37044,48.58693
-123.053694,49.107949
-67.0117,52.1303
-73.641589,45.468895
-73.593966,45.530309
-76.4886,45.7433
-79.72329,43.665225
-72.62485,46.51169
-123.085895,49.177904
-123.008504,49.108211
-72.70192,49.10402
-73.03543,45.9994
-114.036387,51.161727
-73.506963,45.410287
-68.9933,47.81115
-76.70995,45.89089
-122.855894,49.176672
-74.23704,46.05486
-75.64404,50.50719
-122.754635,49.252133
-122.887404,49.144591
-75.62151,45.80936
-122.875451,49.143429
-73.644531,45.44732
-76.62017,45.8738
-79.49465,47.75989
-122.808611,49.132486
-78.75705,48.68555
-122.924735,49.227328
-113.935441,50.951232
-76.72536,51.64539
-73.752637,45.451804
-71.47829,48.47782
-75.13282,46.30396
-69.6261,48.31655
-67.24722,49.69275
-123.101474,49.120667
-79.316296,43.781926
-73.712022,45.462575
-77.80879,48.73502
-123.085683,49.166037
-75.16873,45.79946
-73.48932,53.8819
-113.969543,51.10072
-73.93644,48.31655
-69.48393,47.81655
-72.58075,45.8783
-71.49441,49.96343
-68.46428,49.10402
-122.813321,49.228592
-75.8163,46.4219
-71.21182,46.91846
-73.99612,45.8801
-114.133768,51.114259
-73.649343,45.559205
-76.98303,46.44095
-70.79144,48.28058
-70.59278,54.2494
-68.61871,47.53417
-114.002536,51.066643
-72.706,46.4027
-78.2214,46.4628
-123.163383,49.158155
-73.755734,45.564525
-75.68705,45.56745
-71.19711,48.45804
-123.051775,49.219445
-79.422928,43.884033
-73.69047,45.98052
-66.31926,50.28597
-79.583328,43.875356
-122.885471,49.187439
-122.99969,49.128188
-114.147201,50.935414
-73.19141,46.31475
-74.38196,49.61931
-75.827647,45.386357
-64.89052,49.19005
-73.75564,46.00989
-69.91398,47.88549
-75.686255,45.327553
-79.439862,43.71293
-79.655866,43.630054
-66.64783,48.05396
-70.89859,49.69724
-123.092448,49.105685
-74.59156,46.01439
-114.171755,51.14797
-73.847319,45.45172
-74.80622,45.85492
-77.17633,47.82734
-79.47557,48.5027
-70.4257,46.3765
-113.950808,51.004233
-72.91667,45.97602
-75.699005,45.381328
-123.183375,49.165796
-123.174897,49.25071
-122.884662,49.182064
-122.891062,49.154367
-122.863764,49.161817
-71.57924,48.74761
-71.14444,49.65528
-72.2828,47.44185
-114.006792,50.916205
-75.664352,45.326693
-75.808269,45.438647
-72.16406,46.42746
-79.628253,43.705142
-75.811082,45.450678
-71.35858,45.83963
-73.82287,46.56565
-77.55031,49.18825
-73.553783,45.410326
-75.88437,45.88729
-74.68247,50.26259
-71.35848,48.34862
-69.87744,48.32824
-78.25287,48.74401
-123.133061,49.209354
-113.942171,51.161344
-78.965,48.1786
-123.089979,49.136988
-71.26225,46.90348
-122.875234,49.219898
-79.481981,43.676923
-75.91538,45.64898
-73.71374,46.01619
-79.462157,43.714658
-72.31419,48.872
-75.667442,45.373445
-113.974597,50.907645
-66.26307,50.21343
-72.17534,48.5063
-77.81698,48.71073
-123.006556,49.159811
-113.963641,50.981312
-73.7192,47.9028
-114.098547,51.14298
-75.680809,45.451262
-73.1994,45.9505
-114.088511,51.040371
-75.64106,45.442161
-75.659768,45.406554
-75.824412,45.325115
-79.1129,48.00899
-75.691288,45.390738
-73.901383,45.49994
-72.2664,45.8381
-79.388584,43.886764
-73.49596,48.03687
-73.774782,45.489509
-114.038479,50.942958
-75.613789,45.45363
-122.998732,49.264055
-72.229,46.74221
-75.640049,45.463147
-79.745321,43.752082
-71.26817,48.51349
-122.718804,49.237698
-74.55546,49.80576
-77.44588,52.06385
-79.390686,43.757043
-73.908083,45.564411
-71.33898,46.00899
-122.926827,49.120982
-79.02654,48.31205
-71.72275,48.69994
-74.8828,48.3883
-114.070834,51.008118
-73.6628,45.79407
-75.626759,45.456827
-77.02662,47.00719
-122.803041,49.151081
-76.93611,46.39539
-79.530057,43.735669
-75.94429,46.04497
-72.70915,46.96073
-72.5,46.53777
-122.867132,49.153149
-70.84426,49.76979
-79.326127,43.778413
-71.26546,48.51169
-72.71907,50.23412
-72.1406,49.0406
-74.9389,48.7167
-73.707409,45.430095
-122.823777,49.188197
-73.624648,45.468312
-73.802995,45.608148
-72.04008,48.29587
-79.1062,46.7552
-73.4617,45.573711
-66.7444,50.05576
-74.90493,46.38819
-122.814458,49.218534
-79.48666,47.60672
-78.97506,46.7545
-73.869472,45.556883
-71.5236,48.51349
-75.92684,46.49761
-123.139285,49.257694
-79.412121,43.710793
-67.49323,48.36481
-123.136979,49.101454
-114.094074,50.940793
-67.1704,48.19724
-79.608845,43.770438
-122.866571,49.262532
-122.97552,49.171485
-75.741652,45.334091
-77.89562,46.872
-113.983463,51.022977
-79.477331,43.873181
-73.428126,45.436187
-123.09659,49.102818
-122.895551,49.242061
-77.84525,54.60132
-79.708598,43.852764
-73.89161,45.573836
-75.651787,45.463899
-79.411194,43.892231
-68.01398,48.59862
-71.9141,45.59502
-79.3087,47.1559
-71.32792,48.32734
-113.928011,51.098556
-114.060395,51.016562
-79.49923,43.738849
-73.723508,45.559584
-70.90478,47.07284
-122.789541,49.193057
-65.13277,48.45444
-79.505473,43.697022
-72.64703,46.60222
-114.088206,50.91904
-73.453764,45.546051
-74.83072,46.44275
-73.9414,47.52698
-78.33781,48.58873
-75.77623,45.325357
-66.20777,50.29317
-76.4758,48.0397
-71.3054,46.6928
-71.0399,48.5054
-76.70837,46.26889
-70.88941,46.14719
-123.051522,49.1708
-114.032629,51.081119
-75.36929,46.88729
-73.504732,45.591523
-72.65312,48.40528
-75.92947,46.48681
-114.168208,51.154744
-71.37859,48.59682
-73.577437,45.448525
-68.97088,49.56745
-123.053638,49.116586
-122.953513,49.19975
-79.637641,43.796169
-74.7178,52.2681
-73.24346,46.54946
-75.818717,45.325848
-69.08612,47.94275
-72.43933,45.83693
-73.843146,45.594836
-74.35974,45.96883
-78.61553,48.06925
-73.576741,45.570389
-76.63922,51.49491
-77.68621,47.40978
-73.17589,50.8756
-75.60826,46.14089
-74.64222,45.65168
-75.74539,45.389027
-69.54055,47.72332
-73.20677,49.84682
-72.70683,46.57015
-74.07947,45.76169
-114.123374,51.173591
-72.5056,49.5978
-122.837323,49.213332
-75.639339,45.456882
-78.09027,48.76169
-66.04017,48.18915
-123.098311,49.114812
-76.1447,46.0558
-123.112801,49.208722
-76.78383,50.51709
-75.811307,45.340581
-70.5439,46.8303
-76.42587,53.52698
-113.952454,50.993758
-122.992593,49.192055
-66.83465,48.01799
-122.878881,49.161196
-75.735614,45.363497
-122.995768,49.198078
-73.15875,47.03777
-72.71995,46.50719
-113.922516,51.059891
-66.00243,48.16427
-123.019407,49.096415
-75.66538,45.85312
-74.297,46.1238
-73.75822,46.01979
-70.03742,54.01349
-66.355,50.2092
-74.5358,46.1861
-69.67037,48.21253
-79.426202,43.77405
-71.83206,45.24761
-79.259246,43.7704
-74.05881,45.82195
-79.3268,43.887635
-77.79018,49.7545
-114.088368,51.120771
-74.10999,45.71793
-73.49865,48.15348
-73.528489,45.41726
-78.42927,52.38999
-75.819942,45.325449
-73.7283,45.0153
-75.9964,45.5889
-79.271709,43.718873
-76.99475,46.72062
-78.2669,49.5083
-114.13353,51.033636
-67.8761,49.9581
-73.512935,45.612584
-79.664383,43.834611
-79.634704,43.730695
-71.5197,48.4239
-77.81315,48.06745
-71.30207,48.58184
-78.2337,48.55126
-74.30492,45.8711
-79.1532,48.11031
-75.705081,45.460029
-75.810144,45.403015
-79.26203,48.04946
-123.114606,49.149351
-73.614874,45.416652
-74.09088,48.35312
-71.30828,46.99041
-79.320716,43.828604
-65.9903,50.2817
-122.888595,49.159915
-123.01135,49.224125
-79.433411,43.807234
-79.619325,43.876067
-71.4183,48.66517
-71.77226,46.20714
-71.44733,46.92116
-114.010822,50.977336
-71.2339,48.4492
-74.98268,47.55666
-114.163042,50.994072
-79.25478,48.39359
-78.72121,51.34233
-114.113358,51.087839
-68.59743,50.47332
-71.507,48.71793
-75.66842,45.398896
-113.963758,51.012406
-79.364376,43.817871
-66.055,50.59233
-75.57282,53.23142
-79.0689,47.0514
-113.968416,50.974801
-113.935889,51.088295
-72.67308,47.30396
-79.351102,43.650469
-79.575282,43.699812
-114.076617,51.024048
-72.0725,48.9511
-73.05988,46.35492
-70.4386,46.4356
-122.964684,49.220368
-78.10828,48.52608
-72.3893,46.8753
-122.737112,49.17775
-114.117399,50.911602
-79.516901,43.713893
-114.067685,51.111352
-75.804065,45.43118
-73.42279,49.28417
-75.593775,45.32836
-79.547013,43.85726
-73.90096,46.59952
-74.595,50.1939
-64.15256,50.3801
-74.16408,45.84143
-75.748679,45.461075
-75.608206,45.406073
-79.508472,43.817234
-113.920766,51.046588
-74.48313,46.13729
-71.57812,46.3729
-70.96585,46.78417
-73.87972,45.568665
-72.21083,46.47062
-113.972759,51.035351
-76.20643,50.21883
-113.938696,50.976649
-76.1846,50.75899
-75.06522,45.97422
-122.822432,49.20093
-76.94782,46.41667
-73.85564,49.57644
-74.14874,45.38999
-122.805512,49.161124
-73.901394,45.440378
-72.3861,45.3433
-73.763579,45.574195
-113.966148,50.997232
-73.0039,47.7387
-75.775554,45.443168
-72.76687,47.42746
-123.132111,49.142977
-79.35075,48.04856
-75.804541,45.428598
-65.92579,48.20264
-74.32773,50.04317
-79.27898,49.80936
-68.56954,49.29946
-123.189431,49.123172
-69.49865,48.30396
-79.49317,48.79047
-75.819123,45.355913
-78.75,48.75
-74.36775,49.95084
-79.324521,43.633648
-71.59359,45.45084
-75.582705,45.455013
-73.80424,45.595778
-77.61954,48.09682
-78.4081,52.3642
-79.43691,43.721928
-76.44828,47.30396
-74.93057,48.65258
-74.46883,46.16757
-122.735076,49.175199
-70.86251,48.372
-74.69536,46.26709
-77.5162,47.0724
-72.49609,46.38729
-77.56279,48.94365
-79.525356,43.668099
-73.04809,46.44455
-73.509835,45.61485
-76.98139,51.07374
-114.169465,51.128522
-77.54657,50.50899
-79.275724,43.739997
-113.971744,50.930709
-79.42594,47.15798
-76.43152,45.89089
-71.04343,49.18825
-72.7186,46.56925
-73.621538,45.543179
-76.8964,48.6411
-122.740284,49.262642
-122.897483,49.166578
-79.459128,43.793438
-74.102,46.6088
-75.71907,45.74401
-77.14715,46.26529
-73.790165,45.522481
-78.69567,47.26079
-61.89017,47.24221
-75.28094,46.63729
-79.09648,48.21613
-76.15247,45.82824
-68.75891,48.34952
-73.685219,45.640654
-73.87275,45.872
-65.9254,50.28597
-75.806105,45.384666
-76.80877,45.91427
-66.8319,52.1222
-74.29686,50.1238
-73.31265,45.92386
-114.172798,51.054522
-71.12982,46.89719
-73.558094,45.427605
-71.58631,48.67566
-79.11012,48.08513
-78.94987,51.10492
-62.3366,51.8148
-73.551375,45.406561
-71.24322,48.48681
-76.13907,46.82374
-70.17115,47.70804
-77.52553,53.75719
-73.83072,46.42566
-77.69831,48.61481
-78.5432,47.7527
-73.58437,45.453998
-78.48951,53.11391
-75.06544,49.20714
-114.0381,51.034654
-78.31891,46.69634
-73.16792,48.89629
-79.298675,43.628515
-79.683459,43.708167
-79.379101,43.704123
-73.455594,45.562239
-114.131507,51.011681
-71.33733,49.7527
-78.00169,48.6328
-79.635427,43.722062
-113.950305,50.970861
-77.45939,48.3711
-123.07571,49.205706
-70.48771,48.81295
-77.97575,48.1292
-114.043287,51.034013
-122.767228,49.132076
-71.09697,50.78507
-69.11633,48.61931
-71.49864,48.71163
-75.749968,45.455799
-74.45995,49.36841
-114.019258,51.148939
-75.753429,45.467406
-122.790616,49.22234
-76.115,45.9689
-72.19174,45.9994
-73.447431,45.520492
-123.147525,49.240028
-79.44685,47.39988
-79.256817,43.712974
-122.866948,49.254852
-70.0447,47.6911
-75.37553,45.61301
-76.98767,48.98951
-73.596661,45.523366
-70.25121,46.3783
-73.72797,46.05936
-71.56437,48.39359
-74.85711,46.0018
-76.4125,51.1644
-72.8061,47.172
-73.836527,45.436451
-75.23962,46.1337
-123.003646,49.216897
-75.681936,45.405679
-79.349358,43.814827
-79.22456,47.81115
-76.71643,45.84862
-79.604289,43.814845
-114.010276,51.17351
-114.005794,51.111589
-75.714691,45.388902
-68.5393,49.18825
-73.691707,45.594222
-79.20718,47.76709
-122.782969,49.106306
-114.111892,50.978574
-122.920566,49.201586
-122.88229,49.16105
-123.187271,49.21285
-114.095243,51.097974
